Timestamp,City,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Weather Description
2025-03-28 06:00:00,Bareilly,35.83,4,1007,6.8,clear sky
2025-03-28 09:00:00,Bareilly,37.67,2,1004,7.67,clear sky
2025-03-28 12:00:00,Bareilly,34.49,2,1004,7.46,clear sky
2025-03-28 15:00:00,Bareilly,26.16,3,1007,6.25,clear sky
2025-03-28 18:00:00,Bareilly,23.82,5,1008,6.95,clear sky
2025-03-28 21:00:00,Bareilly,20.54,6,1007,6.21,clear sky
2025-03-29 00:00:00,Bareilly,18.68,7,1007,5.28,clear sky
2025-03-29 03:00:00,Bareilly,25.53,5,1008,7.34,clear sky
2025-03-29 06:00:00,Bareilly,34.03,2,1007,6.95,scattered clouds
2025-03-29 09:00:00,Bareilly,36.78,2,1004,8.03,overcast clouds
2025-03-29 12:00:00,Bareilly,34.36,2,1003,6.61,overcast clouds
2025-03-29 15:00:00,Bareilly,26.34,5,1006,4.17,overcast clouds
2025-03-29 18:00:00,Bareilly,23.83,6,1007,4.27,overcast clouds
2025-03-29 21:00:00,Bareilly,21.5,8,1006,3.89,overcast clouds
2025-03-30 00:00:00,Bareilly,18.55,11,1007,3.82,overcast clouds
2025-03-30 03:00:00,Bareilly,26.03,8,1010,5.3,scattered clouds
2025-03-30 06:00:00,Bareilly,34.4,4,1009,5.97,scattered clouds
2025-03-30 09:00:00,Bareilly,37.51,3,1005,5.73,scattered clouds
2025-03-30 12:00:00,Bareilly,35.65,3,1005,5.59,few clouds
2025-03-30 15:00:00,Bareilly,25.78,5,1008,4.3,clear sky
2025-03-30 18:00:00,Bareilly,22.62,6,1009,3.98,clear sky
2025-03-30 21:00:00,Bareilly,20.25,8,1008,3.93,clear sky
2025-03-31 00:00:00,Bareilly,19.31,10,1008,3.96,clear sky
2025-03-31 03:00:00,Bareilly,28.11,7,1010,4.68,clear sky
2025-03-31 06:00:00,Bareilly,36.52,4,1009,5.99,clear sky
2025-03-31 09:00:00,Bareilly,39.06,3,1005,6.6,clear sky
2025-03-31 12:00:00,Bareilly,36.84,3,1004,5.72,clear sky
2025-03-26 15:00:00,Moradabad,28.84,10,1005,3.95,clear sky
2025-03-26 18:00:00,Moradabad,25.74,13,1006,3.96,clear sky
2025-03-26 21:00:00,Moradabad,24.01,17,1004,4.01,clear sky
2025-03-27 00:00:00,Moradabad,22.62,19,1005,4.52,few clouds
2025-03-27 03:00:00,Moradabad,30.92,13,1006,6.16,scattered clouds
2025-03-27 06:00:00,Moradabad,38.61,9,1005,6.58,few clouds
2025-03-27 09:00:00,Moradabad,40.17,8,1001,7.32,clear sky
2025-03-27 12:00:00,Moradabad,37.46,7,1001,7.69,clear sky
2025-03-27 15:00:00,Moradabad,29.38,13,1003,4.75,scattered clouds
2025-03-27 18:00:00,Moradabad,25.96,17,1004,3.8,broken clouds
2025-03-27 21:00:00,Moradabad,24,18,1005,5.01,clear sky
2025-03-28 00:00:00,Moradabad,24.08,12,1006,7.47,clear sky
2025-03-28 03:00:00,Moradabad,27.43,6,1008,6.86,clear sky
2025-03-28 06:00:00,Moradabad,34.58,3,1008,6.61,clear sky
2025-03-28 09:00:00,Moradabad,36.95,1,1004,7.02,clear sky
2025-03-28 12:00:00,Moradabad,34.01,2,1004,6.84,clear sky
2025-03-28 15:00:00,Moradabad,24.03,4,1007,5.15,clear sky
2025-03-28 18:00:00,Moradabad,21.21,6,1009,5.83,clear sky
2025-03-28 21:00:00,Moradabad,19.7,6,1007,6.47,clear sky
2025-03-29 00:00:00,Moradabad,18.12,8,1007,5.82,clear sky
2025-03-29 03:00:00,Moradabad,24.48,6,1009,7.41,few clouds
2025-03-29 06:00:00,Moradabad,33.48,3,1008,7.47,scattered clouds
2025-03-29 09:00:00,Moradabad,36.3,2,1004,7.36,overcast clouds
2025-03-29 12:00:00,Moradabad,33.93,3,1004,6.26,overcast clouds
2025-03-29 15:00:00,Moradabad,26.6,5,1006,4.75,overcast clouds
2025-03-29 18:00:00,Moradabad,23.07,7,1008,4.17,overcast clouds
2025-03-29 21:00:00,Moradabad,21.31,9,1006,4.59,overcast clouds
2025-03-30 00:00:00,Moradabad,17.74,12,1008,4.05,overcast clouds
2025-03-30 03:00:00,Moradabad,25.15,9,1010,6,scattered clouds
2025-03-30 06:00:00,Moradabad,34.02,4,1009,6.13,few clouds
2025-03-30 09:00:00,Moradabad,37.3,3,1006,5.87,clear sky
2025-03-30 12:00:00,Moradabad,35.21,3,1005,5.65,clear sky
2025-03-30 15:00:00,Moradabad,25.31,5,1008,4.25,clear sky
2025-03-30 18:00:00,Moradabad,21.98,6,1009,3.98,clear sky
2025-03-30 21:00:00,Moradabad,20.03,9,1008,3.86,clear sky
2025-03-31 00:00:00,Moradabad,18.83,11,1008,3.85,clear sky
2025-03-31 03:00:00,Moradabad,27.08,8,1010,5.1,clear sky
2025-03-31 06:00:00,Moradabad,35.87,4,1009,6.14,clear sky
2025-03-31 09:00:00,Moradabad,38.5,3,1005,6.12,clear sky
2025-03-31 12:00:00,Moradabad,36.54,3,1004,5.61,clear sky
2025-03-26 15:00:00,Mysore,26.7,59,1010,5.91,scattered clouds
2025-03-26 18:00:00,Mysore,24.28,71,1011,3.21,light rain
2025-03-26 21:00:00,Mysore,24.66,66,1009,2.01,light rain
2025-03-27 00:00:00,Mysore,22.69,74,1010,2.34,light rain
2025-03-27 03:00:00,Mysore,25.96,57,1012,2.83,light rain
2025-03-27 06:00:00,Mysore,31.93,35,1010,1.51,few clouds
2025-03-27 09:00:00,Mysore,33.45,26,1005,1.9,scattered clouds
2025-03-27 12:00:00,Mysore,31.57,32,1006,2.23,broken clouds
2025-03-27 15:00:00,Mysore,26.87,58,1009,5.72,scattered clouds
2025-03-27 18:00:00,Mysore,24.38,72,1010,4.58,scattered clouds
2025-03-27 21:00:00,Mysore,23.8,73,1008,3.18,broken clouds
2025-03-28 00:00:00,Mysore,23.03,75,1009,2.1,broken clouds
2025-03-28 03:00:00,Mysore,26.27,56,1011,1.62,few clouds
2025-03-28 06:00:00,Mysore,33.2,33,1009,0.5,clear sky
2025-03-28 09:00:00,Mysore,35.09,22,1005,1.26,scattered clouds
2025-03-28 12:00:00,Mysore,29.15,33,1005,1.49,broken clouds
2025-03-28 15:00:00,Mysore,28.76,50,1008,5.72,overcast clouds
2025-03-28 18:00:00,Mysore,26.13,64,1009,3.95,overcast clouds
2025-03-28 21:00:00,Mysore,23.65,77,1008,3.13,light rain
2025-03-29 00:00:00,Mysore,22.96,80,1009,2.77,overcast clouds
2025-03-29 03:00:00,Mysore,26.35,61,1011,3.67,broken clouds
2025-03-29 06:00:00,Mysore,32.81,30,1009,3.14,broken clouds
2025-03-29 09:00:00,Mysore,35.84,18,1005,3.72,overcast clouds
2025-03-29 12:00:00,Mysore,33.76,22,1004,1.55,overcast clouds
2025-03-29 15:00:00,Mysore,27.06,59,1008,5.58,overcast clouds
2025-03-29 18:00:00,Mysore,24.81,68,1010,2.95,scattered clouds
2025-03-29 21:00:00,Mysore,23.42,74,1008,2.51,clear sky
2025-03-30 00:00:00,Mysore,22.39,79,1009,1.52,clear sky
2025-03-30 03:00:00,Mysore,26.32,60,1011,2.5,broken clouds
2025-03-30 06:00:00,Mysore,32.96,28,1010,3.43,broken clouds
2025-03-30 09:00:00,Mysore,36.83,15,1005,5.12,broken clouds
2025-03-30 12:00:00,Mysore,34.88,15,1005,6.51,broken clouds
2025-03-30 15:00:00,Mysore,27.97,50,1010,4.98,overcast clouds
2025-03-30 18:00:00,Mysore,25.28,67,1011,2.27,overcast clouds
2025-03-30 21:00:00,Mysore,23.85,72,1009,2.22,broken clouds
2025-03-31 00:00:00,Mysore,22.68,75,1010,1.57,broken clouds
2025-03-31 03:00:00,Mysore,26.82,50,1011,2.76,scattered clouds
2025-03-31 06:00:00,Mysore,33.39,24,1010,3.49,few clouds
2025-03-31 09:00:00,Mysore,36.7,17,1006,5.91,clear sky
2025-03-31 12:00:00,Mysore,35.45,16,1005,6.64,few clouds
2025-03-26 15:00:00,Tiruppur,29.93,50,1008,6.64,scattered clouds
2025-03-26 18:00:00,Tiruppur,27.39,69,1010,4.86,scattered clouds
2025-03-26 21:00:00,Tiruppur,26.03,75,1008,1.77,light rain
2025-03-27 00:00:00,Tiruppur,24.87,76,1009,0.79,light rain
2025-03-27 03:00:00,Tiruppur,27.64,61,1011,2.56,broken clouds
2025-03-27 06:00:00,Tiruppur,33.1,38,1009,2.25,scattered clouds
2025-03-27 09:00:00,Tiruppur,36.13,26,1005,2.15,clear sky
2025-03-27 12:00:00,Tiruppur,32.22,39,1005,4.63,few clouds
2025-03-27 15:00:00,Tiruppur,29.05,55,1008,7.37,overcast clouds
2025-03-27 18:00:00,Tiruppur,26.35,80,1008,6.56,broken clouds
2025-03-27 21:00:00,Tiruppur,25.68,80,1007,5.44,scattered clouds
2025-03-28 00:00:00,Tiruppur,24.92,82,1008,4.1,few clouds
2025-03-28 03:00:00,Tiruppur,28.29,62,1010,3.17,clear sky
2025-03-28 06:00:00,Tiruppur,34.4,38,1009,1.21,clear sky
2025-03-28 09:00:00,Tiruppur,37.17,27,1004,2.54,few clouds
2025-03-28 12:00:00,Tiruppur,28.85,53,1005,9.44,scattered clouds
2025-03-28 15:00:00,Tiruppur,29.39,57,1008,6.28,overcast clouds
2025-03-28 18:00:00,Tiruppur,27.33,70,1009,5.94,overcast clouds
2025-03-28 21:00:00,Tiruppur,26.35,74,1007,6.08,overcast clouds
2025-03-29 00:00:00,Tiruppur,25.73,76,1008,4.18,overcast clouds
2025-03-29 03:00:00,Tiruppur,28.51,63,1010,4.53,overcast clouds
2025-03-29 06:00:00,Tiruppur,35.11,35,1008,2.67,broken clouds
2025-03-29 09:00:00,Tiruppur,38.24,20,1004,1.8,broken clouds
2025-03-29 12:00:00,Tiruppur,37.75,19,1003,2.82,broken clouds
2025-03-29 15:00:00,Tiruppur,30.65,50,1006,7.64,scattered clouds
2025-03-29 18:00:00,Tiruppur,27,72,1008,6.33,few clouds
2025-03-29 21:00:00,Tiruppur,25.6,79,1007,3.84,clear sky
2025-03-30 00:00:00,Tiruppur,24.69,82,1009,3.04,scattered clouds
2025-03-30 03:00:00,Tiruppur,28.1,64,1011,2.64,overcast clouds
2025-03-30 06:00:00,Tiruppur,34.14,32,1009,2.66,broken clouds
2025-03-30 09:00:00,Tiruppur,37.69,19,1006,1.68,broken clouds
2025-03-30 12:00:00,Tiruppur,36.76,21,1005,4.96,overcast clouds
2025-03-30 15:00:00,Tiruppur,32.62,30,1008,2.78,overcast clouds
2025-03-30 18:00:00,Tiruppur,27.49,66,1010,3.15,overcast clouds
2025-03-30 21:00:00,Tiruppur,26.13,69,1009,0.5,overcast clouds
2025-03-31 00:00:00,Tiruppur,24.76,74,1010,0.85,broken clouds
2025-03-31 03:00:00,Tiruppur,27.12,65,1011,1.61,overcast clouds
2025-03-31 06:00:00,Tiruppur,33.38,39,1010,1.93,broken clouds
2025-03-31 09:00:00,Tiruppur,37.36,21,1006,3.55,clear sky
2025-03-31 12:00:00,Tiruppur,36.35,21,1005,4.5,clear sky
